run_id,target_regime,prompt_tokens,action_name,feasible,backend_status,reason,estimated_kv_cache_mb,memory_budget_mb,quality_loss,latency,memory_usage,swap_risk,bandwidth_pressure,total
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,full_16,True,real,fp16/bf16 KV path available,96.0,352.0,0.0,1.0,0.272727,0.0,0.010909,1.578182
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,full_8,True,real,backend path available,50.976,352.0,0.0,1.02,0.144818,0.0,0.005793,1.327015
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,r50_b16,True,real,fp16/bf16 KV path available,48.0,352.0,0.4375,0.95,0.136364,0.0,0.005455,2.989091
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,r75_b8,False,infeasible,RotatingKVCache quantization NYI,38.232,352.0,0.0,0.0,0.0,0.0,0.0,inf
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,r50_b8,False,infeasible,RotatingKVCache quantization NYI,25.488,352.0,0.0,0.0,0.0,0.0,0.0,inf
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,r50_b4,False,infeasible,kv_bits=4 not supported by backend,12.744,352.0,0.0,0.0,0.0,0.0,0.0,inf
checkpoint4-under_saturated-3072-20260502211518,under_saturated,3072,r30_b4,False,infeasible,kv_bits=4 not supported by backend,7.646,352.0,0.0,0.0,0.0,0.0,0.0,inf
