run_id,step_index,target_regime,observed_regime,prompt_tokens,selected_action,retention_ratio,kv_bits,backend_status,estimated_kv_cache_mb,memory_budget_mb,budget_violation,decision_time_ms,decision_overhead_fraction,score,execution_mode
checkpoint5-under_saturated-3072-20260502224517,1,under_saturated,under_saturated,3072,full_8,1.0,8,real,50.976,352.0,False,0.5294,0.010477,1.327015,mlx
