sample_dir,prompt_label,prompt_tokens,layer,kind,rank,token_index,energy
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,key,8,2979,3.1663522720336914
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,key,9,771,3.1595587730407715
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,key,10,2816,3.1591637134552
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,1,1271,0.9831550717353821
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,2,503,0.9498748183250427
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,3,2231,0.932831346988678
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,4,1031,0.9041429162025452
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,5,1367,0.9032770395278931
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,6,1463,0.8945775628089905
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,7,2711,0.8941565155982971
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,8,2183,0.8684247136116028
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,9,1223,0.8670146465301514
data/cache_samples/long_3095tok_20260427_233303,long,3095,15,value,10,551,0.8566059470176697
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,1,1080,2.1789133548736572
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,2,1139,2.1788930892944336
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,3,1128,2.1788926124572754
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,4,1125,2.178884506225586
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,5,1077,2.178877592086792
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,6,1029,2.178865432739258
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,7,696,2.1788570880889893
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,8,1043,2.17885684967041
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,9,995,2.1788547039031982
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,key,10,1032,2.1788511276245117
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,1,1,0.10593005269765854
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,2,529,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,3,1009,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,4,433,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,5,1153,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,6,1105,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,7,1441,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,8,817,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,9,481,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,0,value,10,1057,0.10345479846000671
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,1,1537,2.7741668224334717
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,2,1441,2.7720446586608887
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,3,1489,2.7716526985168457
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,4,1393,2.7702341079711914
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,5,1297,2.766852617263794
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,6,1345,2.766385793685913
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,7,1153,2.7648696899414062
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,8,1249,2.7648062705993652
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,9,1201,2.763425350189209
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,key,10,961,2.761871576309204
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,1,212,0.21458151936531067
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,2,164,0.21453221142292023
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,3,116,0.21450084447860718
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,4,308,0.21440166234970093
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,5,260,0.21437063813209534
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,6,356,0.21431277692317963
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,7,452,0.21420371532440186
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,8,500,0.2142004370689392
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,9,548,0.21419301629066467
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,1,value,10,404,0.2141871154308319
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,1,1490,2.866349458694458
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,2,1538,2.8650553226470947
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,3,1442,2.858671188354492
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,4,1346,2.8495588302612305
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,5,1202,2.8492379188537598
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,6,1058,2.848703622817993
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,7,1298,2.8484418392181396
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,8,1010,2.8473379611968994
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,9,1106,2.845316171646118
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,key,10,1250,2.8431034088134766
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,1,80,0.2667168974876404
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,2,55,0.26481565833091736
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,3,32,0.2636675238609314
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,4,224,0.26333144307136536
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,5,128,0.2627694606781006
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,6,176,0.2624875009059906
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,7,368,0.26237013936042786
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,8,103,0.26236894726753235
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,9,7,0.2620951235294342
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,2,value,10,896,0.2619223892688751
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,1,817,3.0862789154052734
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,2,1201,3.0860164165496826
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,3,385,3.0848312377929688
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,4,1489,3.084707736968994
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,5,673,3.0833580493927
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,6,529,3.081918716430664
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,7,1057,3.0727877616882324
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,8,1345,3.0686755180358887
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,9,769,3.0672500133514404
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,key,10,1284,3.064779758453369
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,1,2,0.2911500930786133
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,2,30,0.28527018427848816
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,3,119,0.2810765504837036
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,4,33,0.27240028977394104
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,5,167,0.2720780074596405
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,6,503,0.2710024118423462
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,7,78,0.2704189717769623
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,8,72,0.2681012749671936
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,9,7,0.2669013738632202
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,3,value,10,983,0.2662271559238434
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,1,671,3.056713581085205
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,2,1487,3.055192708969116
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,3,527,3.050473690032959
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,4,431,3.050283432006836
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,5,1103,3.049017906188965
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,6,479,3.04727840423584
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,7,1055,3.046718120574951
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,8,1535,3.0453052520751953
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,9,575,3.043825387954712
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,key,10,633,3.04138445854187
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,1,83,0.27503496408462524
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,2,3,0.27163705229759216
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,3,213,0.2702889144420624
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,4,2,0.2682860195636749
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,5,29,0.2681696116924286
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,6,309,0.267810583114624
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,7,131,0.2671860158443451
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,8,67,0.26566678285598755
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,9,407,0.26536306738853455
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,4,value,10,8,0.2651323676109314
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,1,1540,3.197775363922119
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,2,1396,3.193742275238037
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,3,868,3.1849451065063477
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,4,1492,3.183932304382324
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,5,1252,3.1810786724090576
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,6,724,3.1794071197509766
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,7,1156,3.1764981746673584
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,8,1300,3.1754677295684814
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,9,1444,3.174445867538452
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,key,10,964,3.17130970954895
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,1,105,0.3008570075035095
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,2,113,0.29722386598587036
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,3,65,0.2971397936344147
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,4,153,0.2961387634277344
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,5,109,0.2957227826118469
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,6,93,0.2953573763370514
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,7,141,0.2946526110172272
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,8,100,0.29442885518074036
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,9,157,0.2940475642681122
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,5,value,10,126,0.29365241527557373
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,1,1496,3.3869152069091797
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,2,1491,3.384887933731079
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,3,1539,3.3809759616851807
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,4,1443,3.3755292892456055
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,5,1544,3.373932361602783
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,6,1299,3.366877794265747
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,7,1395,3.366173028945923
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,8,1203,3.354522228240967
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,9,1251,3.3540525436401367
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,key,10,1347,3.3535866737365723
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,1,82,0.3547614514827728
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,2,79,0.3438110649585724
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,3,91,0.34197214245796204
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,4,130,0.3408353328704834
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,5,94,0.3404461443424225
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,6,190,0.3395043611526489
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,7,430,0.33768025040626526
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,8,238,0.33766674995422363
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,9,1485,0.33710479736328125
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,6,value,10,88,0.3370377719402313
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,1,1449,2.9517931938171387
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,2,1545,2.9453728199005127
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,3,1353,2.9412343502044678
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,4,1497,2.933950424194336
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,5,1401,2.9302096366882324
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,6,729,2.9301764965057373
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,7,921,2.9288811683654785
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,8,873,2.9284324645996094
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,9,1489,2.9261393547058105
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,key,10,1443,2.925528049468994
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,1,117,0.4185539186000824
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,2,83,0.41592639684677124
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,3,165,0.4144296646118164
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,4,213,0.3987616002559662
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,5,261,0.39176586270332336
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,6,214,0.3812990188598633
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,7,309,0.38055068254470825
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,8,357,0.37856799364089966
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,9,358,0.3784509599208832
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,7,value,10,131,0.37720543146133423
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,1,1540,3.382732391357422
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,2,1489,3.3788528442382812
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,3,1396,3.3713021278381348
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,4,1492,3.362382411956787
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,5,1441,3.3612804412841797
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,6,1539,3.361057758331299
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,7,1345,3.359888792037964
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,8,1348,3.357320785522461
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,9,1537,3.355541467666626
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,key,10,1444,3.3547909259796143
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,1,82,0.3597881495952606
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,2,118,0.3585991859436035
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,3,161,0.3539991080760956
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,4,113,0.35126200318336487
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,5,117,0.34595414996147156
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,6,65,0.34510189294815063
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,7,264,0.3433528244495392
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,8,165,0.3419404625892639
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,9,66,0.3415462374687195
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,8,value,10,216,0.3404211103916168
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,1,1493,3.144705057144165
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,2,1397,3.139320135116577
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,3,1442,3.136319875717163
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,4,1541,3.132275104522705
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,5,1499,3.126866579055786
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,6,1445,3.1262786388397217
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,7,1496,3.1198902130126953
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,8,1349,3.115138053894043
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,9,1394,3.1148316860198975
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,key,10,1403,3.113848924636841
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,1,108,0.3415188491344452
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,2,156,0.3315087854862213
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,3,76,0.32779327034950256
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,4,204,0.32401910424232483
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,5,115,0.3220065236091614
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,6,81,0.3196585476398468
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,7,128,0.31789419054985046
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,8,82,0.31672364473342896
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,9,79,0.31662043929100037
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,9,value,10,88,0.3165530562400818
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,1,1396,3.044654130935669
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,2,1540,3.0206804275512695
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,3,1395,3.0170512199401855
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,4,1444,3.0037291049957275
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,5,1155,3.0000998973846436
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,6,1539,2.999326229095459
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,7,1156,2.9987385272979736
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,8,868,2.993014097213745
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,9,1443,2.987666130065918
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,key,10,964,2.9827284812927246
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,1,94,0.3671794533729553
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,2,82,0.36513736844062805
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,3,106,0.36387425661087036
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,4,154,0.362917423248291
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,5,202,0.3595618009567261
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,6,11,0.3587149977684021
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,7,51,0.3578525483608246
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,8,90,0.3577580749988556
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,9,67,0.3574908673763275
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,10,value,10,81,0.35561272501945496
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,1,289,3.348234176635742
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,2,769,3.3447535037994385
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,3,385,3.3319833278656006
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,4,1441,3.3295280933380127
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,5,1153,3.326875925064087
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,6,673,3.3263442516326904
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,7,625,3.3235461711883545
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,8,792,3.319164991378784
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,9,1393,3.3179359436035156
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,key,10,1057,3.3150575160980225
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,1,39,0.35796040296554565
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,2,81,0.3425990045070648
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,3,33,0.3414262533187866
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,4,11,0.33577942848205566
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,5,8,0.33445605635643005
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,6,17,0.33351460099220276
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,7,1185,0.33323416113853455
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,8,1233,0.33313271403312683
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,9,29,0.33308881521224976
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,11,value,10,177,0.33171242475509644
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,1,1442,3.12707781791687
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,2,770,3.117983341217041
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,3,1520,3.1072049140930176
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,4,1490,3.102327346801758
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,5,962,3.1012983322143555
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,6,1154,3.0962073802948
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,7,914,3.0955522060394287
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,8,1088,3.094038724899292
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,9,866,3.0938832759857178
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,key,10,1346,3.0937397480010986
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,1,407,0.36912769079208374
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,2,887,0.3644038736820221
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,3,503,0.3604785203933716
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,4,1367,0.3603202700614929
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,5,743,0.353522390127182
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,6,1463,0.3499988615512848
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,7,1223,0.34972354769706726
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,8,263,0.34922611713409424
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,9,31,0.3454728126525879
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,12,value,10,8,0.3449491560459137
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,1,770,3.231957197189331
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,2,866,3.2170803546905518
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,3,1442,3.214418888092041
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,4,674,3.210758686065674
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,5,1154,3.2021968364715576
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,6,1346,3.2019193172454834
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,7,1058,3.1898996829986572
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,8,602,3.1885433197021484
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,9,650,3.1885340213775635
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,key,10,1538,3.186249256134033
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,1,67,0.4800129532814026
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,2,48,0.46019625663757324
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,3,115,0.45383602380752563
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,4,42,0.44970399141311646
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,5,45,0.4479673206806183
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,6,93,0.4474746584892273
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,7,1031,0.44677168130874634
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,8,743,0.4460371732711792
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,9,503,0.44413962960243225
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,13,value,10,28,0.442809522151947
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,1,868,3.207139253616333
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,2,1540,3.194481372833252
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,3,772,3.1831748485565186
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,4,1396,3.178980827331543
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,5,1156,3.1787188053131104
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,6,1060,3.1714930534362793
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,7,1300,3.1606063842773438
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,8,580,3.160176992416382
data/cache_samples/medium_1559tok_20260427_233257,medium,1559,14,key,9,388,3.1590795516967773
