sample_dir,prompt_label,prompt_tokens,layer,kind,shape,dtype,nbytes,n_features,n_samples,components_90,components_95,components_99,top1_variance,top4_variance,explained_variance_ratio
data/cache_samples/long_3095tok_20260427_233303,long,3095,5,key,1x8x3095x64,float16,3169280,64,24760,38,47,58,0.1887010782957077,0.47066688537597656,"[0.1887010782957077, 0.12841427326202393, 0.10086413472890854, 0.05268736556172371, 0.04609298333525658, 0.026649702340364456, 0.017047882080078125, 0.01563132368028164, 0.015480193309485912, 0.014839730225503445, 0.014460155740380287, 0.014371437951922417, 0.014311815612018108, 0.01423208974301815, 0.01372058317065239, 0.012700637802481651, 0.01262935996055603, 0.012628059834241867, 0.012597338296473026, 0.011844809167087078, 0.011828633025288582, 0.011695538647472858, 0.011597172357141972, 0.011234578676521778, 0.010742218233644962, 0.010054302401840687, 0.009663145057857037, 0.009619668126106262, 0.00944682490080595, 0.009155761450529099, 0.008691447786986828, 0.008222541771829128, 0.007390690501779318, 0.0073492079973220825, 0.007080028764903545, 0.006990230176597834, 0.006982647348195314, 0.006960859522223473, 0.006945634260773659, 0.006230381317436695, 0.0056309774518013, 0.005499755963683128, 0.005487669259309769, 0.005169127136468887, 0.0051577347330749035, 0.005151018034666777, 0.005148380994796753, 0.005124128423631191, 0.004848874174058437, 0.004643317777663469, 0.004040696658194065, 0.003426598384976387, 0.003044907469302416, 0.0026163016445934772, 0.002522351685911417, 0.0023629243951290846, 0.0022321115247905254, 0.0019777026027441025, 0.0017252276884391904, 0.0016889468533918262, 0.001400604611262679, 0.0011671514948830009, 0.0011520482366904616, 0.0009950108360499144]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,5,value,1x8x3095x64,float16,3169280,64,24760,38,48,60,0.14567697048187256,0.35486429929733276,"[0.14567697048187256, 0.07904281467199326, 0.06835385411977768, 0.06179063767194748, 0.052368197590112686, 0.04210740700364113, 0.03281442075967789, 0.02942558191716671, 0.02793925628066063, 0.027133528143167496, 0.022759201005101204, 0.021888697519898415, 0.02034240961074829, 0.01917256973683834, 0.01835903897881508, 0.01626303233206272, 0.015224982984364033, 0.014565018005669117, 0.014384736306965351, 0.012940051034092903, 0.012385442852973938, 0.011568943969905376, 0.011196661740541458, 0.011030054651200771, 0.010693181306123734, 0.010083155706524849, 0.009562095627188683, 0.009132551960647106, 0.008925747126340866, 0.008452030830085278, 0.007993326522409916, 0.007447993382811546, 0.007419711444526911, 0.007273737341165543, 0.006587996147572994, 0.0063825021497905254, 0.00628869142383337, 0.006130318157374859, 0.005838474258780479, 0.005609212908893824, 0.005347034893929958, 0.005261201411485672, 0.004972736816853285, 0.004887837450951338, 0.0047425562515854836, 0.004540516994893551, 0.004401779267936945, 0.004175886046141386, 0.004010658245533705, 0.003877420211210847, 0.0037625536788254976, 0.0036432899069041014, 0.00362841016612947, 0.0034051984548568726, 0.0033041536808013916, 0.002959532430395484, 0.0029544339049607515, 0.002794255968183279, 0.0027805310674011707, 0.002595285652205348, 0.002507095690816641, 0.0024555616546422243, 0.002308077644556761, 0.002129717729985714]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,6,key,1x8x3095x64,float16,3169280,64,24760,38,46,57,0.19582106173038483,0.515586256980896,"[0.19582106173038483, 0.1511659473180771, 0.11267895996570587, 0.0559203065931797, 0.03397855907678604, 0.027482308447360992, 0.017480898648500443, 0.015284557826817036, 0.01330869272351265, 0.01318166684359312, 0.012568103149533272, 0.01230176817625761, 0.012265828438103199, 0.012046494521200657, 0.011969921179115772, 0.01096045970916748, 0.01092485897243023, 0.010791259817779064, 0.01020580530166626, 0.009947210550308228, 0.009381626732647419, 0.00933590903878212, 0.009172541089355946, 0.009141712449491024, 0.009069747291505337, 0.008964957669377327, 0.00887560099363327, 0.008809185586869717, 0.008605072274804115, 0.008516037836670876, 0.008329084143042564, 0.008312697522342205, 0.008122849278151989, 0.00772784324362874, 0.007577703800052404, 0.007572437170892954, 0.007453922647982836, 0.007392211351543665, 0.007382488809525967, 0.007071484811604023, 0.006695486139506102, 0.00659617455676198, 0.00645819678902626, 0.005821442697197199, 0.005811804439872503, 0.0058064223267138, 0.005463054403662682, 0.004835585597902536, 0.003650546306744218, 0.0036236941814422607, 0.0032331885304301977, 0.0030593350529670715, 0.002820611000061035, 0.002682800404727459, 0.0025937575846910477, 0.0022111115977168083, 0.0021129860542714596, 0.0019421695033088326, 0.0017166567267850041, 0.001509064226411283, 0.0012693190947175026, 0.001107728690840304, 0.000988120213150978, 0.0008909866446629167]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,6,value,1x8x3095x64,float16,3169280,64,24760,39,49,61,0.19891749322414398,0.4174104332923889,"[0.19891749322414398, 0.10187341272830963, 0.06485852599143982, 0.051760997623205185, 0.032924093306064606, 0.031277939677238464, 0.03118707239627838, 0.025646550580859184, 0.02391204982995987, 0.021874859929084778, 0.020104123279452324, 0.01843051239848137, 0.017531173303723335, 0.01709516905248165, 0.016243819147348404, 0.015443955548107624, 0.014947607181966305, 0.013292023912072182, 0.013114923611283302, 0.01264270767569542, 0.012112666852772236, 0.010947718285024166, 0.010754161514341831, 0.0104560237377882, 0.009892341680824757, 0.009506519883871078, 0.009084797464311123, 0.00901598297059536, 0.008654645644128323, 0.008479151874780655, 0.007966946810483932, 0.007261157967150211, 0.007156499661505222, 0.0069684358313679695, 0.006656728684902191, 0.006598675157874823, 0.006340769585222006, 0.006244097836315632, 0.0059250337071716785, 0.005526197608560324, 0.005469266790896654, 0.005279606208205223, 0.005152820609509945, 0.004954954143613577, 0.004765938501805067, 0.004625474568456411, 0.004450829699635506, 0.004309431649744511, 0.004136571194976568, 0.004103369079530239, 0.0038940429221838713, 0.0037778355181217194, 0.0037087148521095514, 0.0035969207528978586, 0.003446825547143817, 0.0032791467383503914, 0.0032340206671506166, 0.003133707446977496, 0.0030481095891445875, 0.002958996221423149, 0.002833911217749119, 0.0026287538930773735, 0.0023901723325252533, 0.002192908665165305]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,7,key,1x8x3095x64,float16,3169280,64,24760,34,44,57,0.1271093487739563,0.4425913095474243,"[0.1271093487739563, 0.12292876094579697, 0.10704503208398819, 0.08550816029310226, 0.06385147571563721, 0.049999136477708817, 0.033493660390377045, 0.016325395554304123, 0.01625746488571167, 0.015430723316967487, 0.015068844892084599, 0.015003102831542492, 0.01446872390806675, 0.0143049331381917, 0.01428177859634161, 0.01396563183516264, 0.012977979145944118, 0.012391196563839912, 0.011548313312232494, 0.011456198990345001, 0.01139923371374607, 0.011277040466666222, 0.010733373463153839, 0.009679974056780338, 0.00962857250124216, 0.009567801840603352, 0.009540427476167679, 0.009394148364663124, 0.00863780826330185, 0.008619941771030426, 0.007831809110939503, 0.007020776625722647, 0.0069413818418979645, 0.006927714683115482, 0.006202556658536196, 0.006198863033205271, 0.005534826777875423, 0.005072420928627253, 0.005063469521701336, 0.004835232626646757, 0.004663018975406885, 0.004662481602281332, 0.004409549757838249, 0.004369174595922232, 0.0043593645095825195, 0.003878360614180565, 0.003693164326250553, 0.0034720981493592262, 0.0034217648208141327, 0.0030346729326993227, 0.002947775647044182, 0.0026731579564511776, 0.002583316992968321, 0.0022915482986718416, 0.002210410311818123, 0.0020354182925075293, 0.0018999545136466622, 0.0018351427279412746, 0.001597620197571814, 0.0015015933895483613, 0.0013949647545814514, 0.0013058428885415196, 0.0012025352334603667, 0.001033877138979733]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,7,value,1x8x3095x64,float16,3169280,64,24760,42,51,61,0.1116877868771553,0.3144426941871643,"[0.1116877868771553, 0.09514085203409195, 0.05770161747932434, 0.04991244152188301, 0.04148641228675842, 0.03636309504508972, 0.0301645677536726, 0.02918003499507904, 0.027310069650411606, 0.02529996447265148, 0.024695076048374176, 0.023799028247594833, 0.02121085859835148, 0.01968151330947876, 0.019280675798654556, 0.017824210226535797, 0.017692001536488533, 0.016814466565847397, 0.015635887160897255, 0.01523800753057003, 0.014492432586848736, 0.013779263012111187, 0.013021065853536129, 0.012095349840819836, 0.011770022101700306, 0.011244365014135838, 0.010822337120771408, 0.010586580261588097, 0.009668407961726189, 0.009410903789103031, 0.009039468131959438, 0.008929898031055927, 0.008661804720759392, 0.008474037982523441, 0.008288560435175896, 0.007891296409070492, 0.007576572708785534, 0.007316404953598976, 0.006870163604617119, 0.00652278820052743, 0.006448198109865189, 0.006283734459429979, 0.006113601848483086, 0.0059580416418612, 0.005557851865887642, 0.005473621655255556, 0.00529854279011488, 0.005172640085220337, 0.005081656388938427, 0.004812586586922407, 0.004733269102871418, 0.00447255140170455, 0.004438202362507582, 0.004221580922603607, 0.004055424593389034, 0.0038925136905163527, 0.0037614719476550817, 0.0035653659142553806, 0.003428888274356723, 0.003366242628544569, 0.003077350789681077, 0.002801962196826935, 0.00275984313338995, 0.002644553082063794]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,8,key,1x8x3095x64,float16,3169280,64,24760,37,46,59,0.14108240604400635,0.4438461363315582,"[0.14108240604400635, 0.11196546256542206, 0.0979592427611351, 0.09283901005983353, 0.05977318435907364, 0.04596079885959625, 0.033176861703395844, 0.029384039342403412, 0.028981942683458328, 0.016703052446246147, 0.014124016277492046, 0.013446122407913208, 0.012780661694705486, 0.012628482654690742, 0.011713492684066296, 0.010416422970592976, 0.010235588066279888, 0.009439723566174507, 0.009375995956361294, 0.009280957281589508, 0.009232399985194206, 0.009198734536767006, 0.009078426286578178, 0.00907422136515379, 0.00886976532638073, 0.008515731431543827, 0.008331970311701298, 0.007911828346550465, 0.007336778100579977, 0.007260150741785765, 0.007214882876724005, 0.007139239460229874, 0.006981664337217808, 0.006686811801046133, 0.00664679566398263, 0.00642318045720458, 0.0064061484299600124, 0.006018820218741894, 0.00593564473092556, 0.005480955820530653, 0.005416150204837322, 0.005180567502975464, 0.005173409823328257, 0.0048079718835651875, 0.004635007120668888, 0.00407510856166482, 0.00406367564573884, 0.004018134903162718, 0.003987357020378113, 0.003780391998589039, 0.0034740373957902193, 0.003423350630328059, 0.003414005506783724, 0.00323990429751575, 0.0029711842071264982, 0.0025172627065330744, 0.0025030351243913174, 0.0021992705296725035, 0.001976391300559044, 0.0019441500771790743, 0.0017974493093788624, 0.0017200314905494452, 0.0014050451572984457, 0.0012654555030167103]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,8,value,1x8x3095x64,float16,3169280,64,24760,41,50,61,0.1154780462384224,0.3371303081512451,"[0.1154780462384224, 0.08901092410087585, 0.06966262310743332, 0.06297872215509415, 0.04813307523727417, 0.03901272267103195, 0.032889749854803085, 0.028647294268012047, 0.02669473923742771, 0.023607037961483, 0.021391086280345917, 0.020405545830726624, 0.019935576245188713, 0.018473554402589798, 0.018395813181996346, 0.016440991312265396, 0.015216669999063015, 0.014312492683529854, 0.014178902842104435, 0.013345137238502502, 0.013134973123669624, 0.012435335665941238, 0.011915421113371849, 0.011692591942846775, 0.011130882427096367, 0.010362936183810234, 0.010189988650381565, 0.009562559425830841, 0.009381942451000214, 0.009195142425596714, 0.008976948447525501, 0.008617761544883251, 0.00840809941291809, 0.0082419253885746, 0.008128466084599495, 0.007636441849172115, 0.007359977811574936, 0.007181885652244091, 0.007080574054270983, 0.0064865294843912125, 0.006404976360499859, 0.006342664826661348, 0.006158984266221523, 0.00580726470798254, 0.005659291986376047, 0.0052474080584943295, 0.0051789237186312675, 0.004919225350022316, 0.0047406721860170364, 0.004680371377617121, 0.004486030898988247, 0.004343890119343996, 0.00419465871527791, 0.003931884188205004, 0.003870796412229538, 0.0037815331015735865, 0.0036397746298462152, 0.0036289466079324484, 0.003439701395109296, 0.003115419065579772, 0.0029834224842488766, 0.0029288604855537415, 0.002645287662744522, 0.002538961824029684]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,9,key,1x8x3095x64,float16,3169280,64,24760,31,40,54,0.18527022004127502,0.4921822249889374,"[0.18527022004127502, 0.11353510618209839, 0.09810046851634979, 0.09527644515037537, 0.06837190687656403, 0.049993500113487244, 0.028212610632181168, 0.017044296488165855, 0.016510820016264915, 0.015988916158676147, 0.014886170625686646, 0.014743915759027004, 0.012722102925181389, 0.01257582101970911, 0.011266378685832024, 0.011193780228495598, 0.011003694497048855, 0.010895838029682636, 0.01062929630279541, 0.010550974868237972, 0.010406732559204102, 0.009929745458066463, 0.009217453189194202, 0.008414466865360737, 0.008246907033026218, 0.00821822602301836, 0.008146045729517937, 0.008137883618474007, 0.007933869026601315, 0.007048090919852257, 0.007035319693386555, 0.006730466615408659, 0.006715633440762758, 0.0065137711353600025, 0.006504325661808252, 0.005391997750848532, 0.005377077031880617, 0.005375397391617298, 0.005362630821764469, 0.005196526646614075, 0.00439799390733242, 0.0039323968812823296, 0.0034623504616320133, 0.003036180976778269, 0.003008875297382474, 0.0026388487312942743, 0.002163301222026348, 0.002151802182197571, 0.0020501071121543646, 0.0020153785590082407, 0.00189862004481256, 0.0016265149461105466, 0.0014991833595559, 0.0014496055664494634, 0.0013255630619823933, 0.0012332575861364603, 0.0011737877503037453, 0.001104926224797964, 0.0010323807364329696, 0.0009671452571637928, 0.0009086492354981601, 0.0008490245672874153, 0.0007395236170850694, 0.0006597922183573246]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,9,value,1x8x3095x64,float16,3169280,64,24760,42,51,61,0.08534248918294907,0.2538624703884125,"[0.08534248918294907, 0.06141598895192146, 0.05716469883918762, 0.04993928223848343, 0.0454368069767952, 0.04140534624457359, 0.03716197609901428, 0.035245127975940704, 0.03406684100627899, 0.028813103213906288, 0.028447935357689857, 0.025807522237300873, 0.02190222591161728, 0.0208212248980999, 0.019878240302205086, 0.019210103899240494, 0.018270885571837425, 0.017305035144090652, 0.016928093507885933, 0.01584603637456894, 0.014612413011491299, 0.014132474549114704, 0.013575325720012188, 0.012887788005173206, 0.012580706737935543, 0.012259282171726227, 0.011784323491156101, 0.011131049133837223, 0.01084438432008028, 0.01045443955808878, 0.009615003131330013, 0.009299436584115028, 0.009170684032142162, 0.00855473056435585, 0.008305232040584087, 0.008222975768148899, 0.007950900122523308, 0.00781336985528469, 0.0074319988489151, 0.006922826170921326, 0.006836971268057823, 0.006635982543230057, 0.006197560112923384, 0.00608803192153573, 0.005957811139523983, 0.005754305515438318, 0.005494639277458191, 0.005452470388263464, 0.0051710656844079494, 0.0048935613594949245, 0.004673914518207312, 0.004653009586036205, 0.0045611741952598095, 0.004487993195652962, 0.004198987502604723, 0.004108772613108158, 0.00382715230807662, 0.0036519498098641634, 0.0034983463119715452, 0.0034577250480651855, 0.003272038185968995, 0.0032419587951153517, 0.0030841513071209192, 0.0028421662282198668]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,10,key,1x8x3095x64,float16,3169280,64,24760,40,49,59,0.12380337715148926,0.43458908796310425,"[0.12380337715148926, 0.119075708091259, 0.10000872611999512, 0.09170128405094147, 0.06644619256258011, 0.04539964720606804, 0.028029128909111023, 0.027929358184337616, 0.026841841638088226, 0.016395194455981255, 0.014254052191972733, 0.013232377357780933, 0.012880677357316017, 0.012171539478003979, 0.010533031076192856, 0.009979928843677044, 0.00952233374118805, 0.009493954479694366, 0.009303447790443897, 0.009141006506979465, 0.00888457428663969, 0.008777589537203312, 0.008638178929686546, 0.008570857346057892, 0.00842783972620964, 0.008243618533015251, 0.007819262333214283, 0.007632376626133919, 0.007605902384966612, 0.0075528062880039215, 0.007492900360375643, 0.007483945228159428, 0.007002260535955429, 0.006822623312473297, 0.006502282805740833, 0.006400214042514563, 0.0063535296358168125, 0.0062044598162174225, 0.006120063364505768, 0.0059855119325220585, 0.005973606836050749, 0.005805368535220623, 0.005775035824626684, 0.005759598221629858, 0.005503733176738024, 0.004982334561645985, 0.004956154152750969, 0.0049498798325657845, 0.004850273951888084, 0.004593092016875744, 0.0045862263068556786, 0.0045316279865801334, 0.004392063710838556, 0.0037732927594333887, 0.003547256113961339, 0.003414776874706149, 0.0030418660026043653, 0.002702334662899375, 0.00267637032084167, 0.0024028304032981396, 0.002183451084420085, 0.0018651228165253997, 0.0016031492268666625, 0.0014669561060145497]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,10,value,1x8x3095x64,float16,3169280,64,24760,45,53,61,0.05784057080745697,0.19237175583839417,"[0.05784057080745697, 0.04935915395617485, 0.043992459774017334, 0.04117956757545471, 0.03769778832793236, 0.03658270090818405, 0.03525945171713829, 0.03296726942062378, 0.031324125826358795, 0.02905578725039959, 0.027797333896160126, 0.025507327169179916, 0.02477565035223961, 0.022848572582006454, 0.022247454151511192, 0.021481018513441086, 0.021069686859846115, 0.0195008497685194, 0.01908530294895172, 0.018714798614382744, 0.018107246607542038, 0.016638929024338722, 0.015344721265137196, 0.015047693625092506, 0.014161122031509876, 0.013952330686151981, 0.013700990006327629, 0.012929234653711319, 0.012576302513480186, 0.012163394130766392, 0.01179575826972723, 0.011654813773930073, 0.011132894083857536, 0.010421124286949635, 0.01037242915481329, 0.010015071369707584, 0.009721849113702774, 0.009443557821214199, 0.00901130773127079, 0.008768824860453606, 0.008631797507405281, 0.008418894372880459, 0.008202330209314823, 0.007445827126502991, 0.0073018865659832954, 0.007257538381963968, 0.00676926551386714, 0.006524490192532539, 0.006110537331551313, 0.006072385236620903, 0.005739896092563868, 0.0056022899225354195, 0.005479359999299049, 0.0050949351862072945, 0.004847527947276831, 0.004723995458334684, 0.004564053378999233, 0.004426425322890282, 0.004119431134313345, 0.003953727427870035, 0.003653062041848898, 0.0035081387031823397, 0.003229796886444092, 0.0030760045628994703]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,11,key,1x8x3095x64,float16,3169280,64,24760,37,46,58,0.19467125833034515,0.5176250338554382,"[0.19467125833034515, 0.15760685503482819, 0.09310395270586014, 0.07224296033382416, 0.04277699813246727, 0.027959676459431648, 0.02376720868051052, 0.023526573553681374, 0.020211754366755486, 0.017910577356815338, 0.015616748481988907, 0.012826163321733475, 0.011718436144292355, 0.010285443626344204, 0.010187523439526558, 0.01017368957400322, 0.009634040296077728, 0.009582621045410633, 0.008813954889774323, 0.008665604516863823, 0.008619055151939392, 0.008545409888029099, 0.008340474218130112, 0.007818790152668953, 0.00766568211838603, 0.007627716287970543, 0.007420592475682497, 0.007202755194157362, 0.007063143886625767, 0.007044483441859484, 0.006863623391836882, 0.006809329614043236, 0.0065833101980388165, 0.0063959709368646145, 0.006192532368004322, 0.006158038042485714, 0.006081834435462952, 0.006066974718123674, 0.0056116157211363316, 0.00558483274653554, 0.005563276819884777, 0.0054345703683793545, 0.005425894632935524, 0.005264054052531719, 0.005253236275166273, 0.005003307946026325, 0.0047609093599021435, 0.004390220623463392, 0.004052003379911184, 0.003933608531951904, 0.0034921234473586082, 0.0031129273120313883, 0.0028960411436855793, 0.002689761808142066, 0.00255703111179173, 0.0024248259142041206, 0.0021390377078205347, 0.0020011928863823414, 0.0017646033084020019, 0.0015890009235590696, 0.0015259812353178859, 0.00135276117362082, 0.001265177153982222, 0.0011302358470857143]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,11,value,1x8x3095x64,float16,3169280,64,24760,46,53,62,0.08008051663637161,0.21885423362255096,"[0.08008051663637161, 0.052062127739191055, 0.044514141976833344, 0.04219744727015495, 0.03588823229074478, 0.034274790436029434, 0.03144582360982895, 0.030766645446419716, 0.02936931885778904, 0.02646026201546192, 0.025458931922912598, 0.023831773549318314, 0.02234325185418129, 0.02159241773188114, 0.020550774410367012, 0.020015975460410118, 0.018630703911185265, 0.01806832104921341, 0.017676103860139847, 0.016925659030675888, 0.016371693462133408, 0.0159355066716671, 0.015545304864645004, 0.015351464971899986, 0.014713181182742119, 0.014230549335479736, 0.013400078751146793, 0.012730208225548267, 0.012594264931976795, 0.01213091891258955, 0.01165653858333826, 0.01127658411860466, 0.011059637181460857, 0.010828650556504726, 0.010509698651731014, 0.009982679039239883, 0.009670630097389221, 0.009325576946139336, 0.009067472070455551, 0.008955877274274826, 0.008585499599575996, 0.008339107036590576, 0.00812255498021841, 0.007948063313961029, 0.007420191541314125, 0.007106518838554621, 0.007012797985225916, 0.006951194256544113, 0.006904343143105507, 0.006609891541302204, 0.006140689365565777, 0.006095442455261946, 0.005636388435959816, 0.005528703331947327, 0.005178217776119709, 0.005101626738905907, 0.004938885103911161, 0.004753046669065952, 0.004630585666745901, 0.004250357858836651, 0.0039837537333369255, 0.0038895495235919952, 0.003766999114304781, 0.0036158193834125996]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,12,key,1x8x3095x64,float16,3169280,64,24760,37,47,58,0.18807460367679596,0.4734182357788086,"[0.18807460367679596, 0.11980175971984863, 0.08613569289445877, 0.07940618693828583, 0.05231231451034546, 0.039478641003370285, 0.030629688873887062, 0.01686222106218338, 0.01670481637120247, 0.01471562497317791, 0.013698533177375793, 0.013395706191658974, 0.012465182691812515, 0.01213816273957491, 0.011196425184607506, 0.011090683750808239, 0.010963872075080872, 0.010906954295933247, 0.010286803357303143, 0.010270549915730953, 0.010223854333162308, 0.009821834973990917, 0.009754050523042679, 0.009323692880570889, 0.00881216861307621, 0.008788811042904854, 0.00840161181986332, 0.008340139873325825, 0.008132864721119404, 0.008038436062633991, 0.007942094467580318, 0.007387741003185511, 0.00733889639377594, 0.007171907462179661, 0.006751561537384987, 0.0067461831495165825, 0.006729420740157366, 0.006087560672312975, 0.005876556038856506, 0.005732305813580751, 0.005718564614653587, 0.005643804557621479, 0.005635690875351429, 0.005078121554106474, 0.004858441650867462, 0.004857021849602461, 0.004716153256595135, 0.004295919556170702, 0.004113583825528622, 0.0038831194397062063, 0.003800259903073311, 0.003600894007831812, 0.0033610386308282614, 0.0029651415534317493, 0.002728946739807725, 0.0023911886382848024, 0.002320122206583619, 0.0022543175145983696, 0.002191482577472925, 0.0018522521713748574, 0.0017352874856442213, 0.0014906848082318902, 0.0014035216299816966, 0.0011683303164318204]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,12,value,1x8x3095x64,float16,3169280,64,24760,44,53,61,0.10057961195707321,0.266343891620636,"[0.10057961195707321, 0.06950964033603668, 0.05243498831987381, 0.04381965100765228, 0.03951909765601158, 0.03498159721493721, 0.03069806843996048, 0.028323955833911896, 0.025609176605939865, 0.025110716000199318, 0.02406144142150879, 0.02171275019645691, 0.02114851400256157, 0.019455650821328163, 0.018860669806599617, 0.018506720662117004, 0.017364762723445892, 0.016893545165657997, 0.016705231741070747, 0.015560812316834927, 0.015268072485923767, 0.014726078137755394, 0.014611316844820976, 0.013913840055465698, 0.013123206794261932, 0.012604123912751675, 0.012473015114665031, 0.012216337025165558, 0.011711310595273972, 0.011449555866420269, 0.011105088517069817, 0.010520928539335728, 0.010279763489961624, 0.010016164742410183, 0.009860096499323845, 0.009504384361207485, 0.009278719313442707, 0.00897774938493967, 0.008902777917683125, 0.008424055762588978, 0.007879840210080147, 0.007708655670285225, 0.007551664486527443, 0.007226886227726936, 0.006817973218858242, 0.0066964817233383656, 0.00641227513551712, 0.006130557507276535, 0.006045908201485872, 0.005877627059817314, 0.00563619052991271, 0.005624359007924795, 0.005231054034084082, 0.0050547802820801735, 0.004958985839039087, 0.004796311259269714, 0.004683809820562601, 0.004224407486617565, 0.004034549929201603, 0.003937941510230303, 0.003689980134367943, 0.003644123673439026, 0.0031636920757591724, 0.003148723626509309]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,13,key,1x8x3095x64,float16,3169280,64,24760,38,47,59,0.16790294647216797,0.4648568630218506,"[0.16790294647216797, 0.13364587724208832, 0.10554058849811554, 0.05776745453476906, 0.04659503698348999, 0.03936343640089035, 0.02698523737490177, 0.020402563735842705, 0.02038353495299816, 0.019642287865281105, 0.019557209685444832, 0.01724790595471859, 0.013655249960720539, 0.012289116159081459, 0.011102466844022274, 0.0109266247600317, 0.010434210300445557, 0.010296751745045185, 0.010239316150546074, 0.00950991827994585, 0.009148876182734966, 0.009106549434363842, 0.008720769546926022, 0.008696574717760086, 0.008456028997898102, 0.008405867032706738, 0.008333667181432247, 0.007809031754732132, 0.0072830719873309135, 0.007237344514578581, 0.007187636103481054, 0.00709026213735342, 0.007049274165183306, 0.006924690678715706, 0.006701615173369646, 0.006692078895866871, 0.006450523156672716, 0.0062014320865273476, 0.006196639500558376, 0.006132213398814201, 0.005925686564296484, 0.005773618351668119, 0.005768653471022844, 0.005508786998689175, 0.005328290164470673, 0.00531997624784708, 0.005100706592202187, 0.004698719829320908, 0.004497921094298363, 0.004260352347046137, 0.0038614613004028797, 0.003633362939581275, 0.0033237654715776443, 0.0030744594987481833, 0.0029011955484747887, 0.0026030833832919598, 0.002543387236073613, 0.002372529124841094, 0.00216034147888422, 0.0019447562517598271, 0.0017637836281210184, 0.0015948275104165077, 0.0014471812173724174, 0.001281273434869945]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,13,value,1x8x3095x64,float16,3169280,64,24760,44,52,61,0.13996319472789764,0.28284895420074463,"[0.13996319472789764, 0.06340514123439789, 0.04200022667646408, 0.03748038411140442, 0.03436816856265068, 0.03027300350368023, 0.02945818565785885, 0.028537742793560028, 0.02506692335009575, 0.024865780025720596, 0.023832226172089577, 0.02254546247422695, 0.02165408805012703, 0.0211504977196455, 0.020185478031635284, 0.01892656274139881, 0.018565306439995766, 0.01759377308189869, 0.015877366065979004, 0.015332848764955997, 0.014888939447700977, 0.014262589626014233, 0.01370468083769083, 0.012819996103644371, 0.012563440017402172, 0.012172640301287174, 0.01213392335921526, 0.011869119480252266, 0.011607426218688488, 0.011442385613918304, 0.010932800360023975, 0.010749341920018196, 0.010260241106152534, 0.009761038236320019, 0.009666063822805882, 0.009288539178669453, 0.008990119211375713, 0.00882718712091446, 0.008286239579319954, 0.007977552711963654, 0.007758651860058308, 0.007518064230680466, 0.007220963481813669, 0.006859635468572378, 0.0065835886634886265, 0.0065619791857898235, 0.006263082381337881, 0.006155652459710836, 0.006020250264555216, 0.005623740144073963, 0.005411916878074408, 0.005199068691581488, 0.005161580163985491, 0.004833817947655916, 0.004795341286808252, 0.0046257623471319675, 0.004367129411548376, 0.0042984625324606895, 0.004184351302683353, 0.0037945443764328957, 0.00376840285025537, 0.003572785994037986, 0.0031966993119567633, 0.0029378430917859077]"
data/cache_samples/long_3095tok_20260427_233303,long,3095,14,key,1x8x3095x64,float16,3169280,64,24760,38,48,60,0.13472379744052887,0.43043646216392517,"[0.13472379744052887, 0.1195652112364769, 0.09060822427272797, 0.08553925156593323, 0.06425201892852783, 0.05563108250498772, 0.03973318263888359, 0.027982110157608986, 0.02772519364953041, 0.015828531235456467, 0.014912289567291737, 0.01441090926527977, 0.012587713077664375, 0.012010362930595875, 0.011617784388363361, 0.01111193373799324, 0.010082023218274117, 0.00969730969518423, 0.00938161090016365, 0.008673377335071564, 0.008558973670005798, 0.008529297076165676, 0.008370977826416492, 0.0082198241725564, 0.008157294243574142, 0.008101193234324455, 0.007842219434678555, 0.0077545177191495895, 0.007745985873043537, 0.007492758799344301, 0.006473049521446228, 0.006430731154978275, 0.006355922203511, 0.0062754712998867035, 0.006016036029905081, 0.005483640823513269, 0.0054729655385017395, 0.0053606717847287655, 0.00519257877022028, 0.004792402498424053, 0.0047155460342764854, 0.004657601471990347, 0.004591202363371849, 0.004577672574669123, 0.004518877249211073, 0.004391392692923546, 0.004325176123529673, 0.003999821841716766, 0.003943458199501038, 0.0039355638436973095, 0.003834558418020606, 0.003638983704149723, 0.0034139889758080244, 0.0032313417177647352, 0.0032230147626250982, 0.003100274596363306, 0.0030712720472365618, 0.0030664457008242607, 0.0029605464078485966, 0.0029508445877581835, 0.0028444547206163406, 0.002497439505532384, 0.002070231130346656, 0.0017398038180544972]"
